iter	Logloss
671	0.3447203039
672	0.3446157895
673	0.3444689761
674	0.3443961415
675	0.3443269383
676	0.3442856453
677	0.3441538783
678	0.344114309
679	0.3439191478
680	0.3438256424
681	0.3437815581
682	0.3437170599
683	0.3436415702
684	0.3435991566
685	0.3434437162
686	0.343337189
687	0.3432547538
688	0.3431774384
689	0.3430826024
690	0.3430176733
691	0.3429417486
692	0.342861998
693	0.3427680657
694	0.3427046495
695	0.3426691304
696	0.3425841739
697	0.3425153183
698	0.3424211285
699	0.3423444884
700	0.342284131
701	0.3421710822
702	0.3420912338
703	0.342009157
704	0.3419316865
705	0.3418633916
706	0.341784675
707	0.3417160627
708	0.3416295056
709	0.3415761964
710	0.3414300234
711	0.3413761825
712	0.3412681119
713	0.3411692286
714	0.3410957566
715	0.3410208243
716	0.340916882
717	0.3408909473
718	0.3408378501
719	0.3407978503
720	0.3407286479
721	0.3406065543
722	0.3405099995
723	0.3404405172
724	0.3403809002
725	0.3402922177
726	0.3402290624
727	0.3401294467
728	0.3399988839
729	0.3398621322
730	0.3397937045
731	0.3397397934
732	0.3396810489
733	0.3396048265
734	0.3395954194
735	0.3395345413
736	0.3394619885
737	0.339369362
738	0.3392827748
739	0.3391575032
740	0.3390583472
741	0.3390136868
742	0.3389618459
743	0.338948869
744	0.3388050272
745	0.3386940307
746	0.3385960211
747	0.3385172744
748	0.338380286
749	0.3382511688
750	0.3381841104
751	0.3381378883
752	0.3380560958
753	0.3380279764
754	0.3379385286
755	0.3378687937
756	0.3377963516
757	0.3377282041
758	0.3376594018
759	0.3375891891
760	0.3375291728
761	0.3374727352
762	0.3374104861
763	0.3372648434
764	0.3371316486
765	0.3370803336
766	0.3370079631
767	0.3369608266
768	0.3368976209
769	0.3368070176
770	0.3367307715
771	0.3366435345
772	0.3365020157
773	0.3364670476
774	0.3363418828
775	0.3362477532
776	0.3361788825
777	0.3361152651
778	0.3360445416
779	0.3359959809
780	0.3359332725
781	0.3358783078
782	0.3358198183
783	0.3357428174
784	0.3357179648
785	0.3356826778
786	0.3355917413
787	0.3353877288
788	0.3352933711
789	0.3351761112
790	0.3351111924
791	0.3350245692
792	0.3348870358
793	0.33483223
794	0.3347807373
795	0.3346645269
796	0.3345618497
797	0.3345028678
798	0.3343746961
799	0.3342839969
800	0.3341206831
801	0.3340516091
802	0.333994656
803	0.3339035368
804	0.3338465632
805	0.3337420969
806	0.3336963953
807	0.333634701
808	0.3335543703
809	0.3334594512
810	0.3333798601
811	0.3332832428
812	0.3332241572
813	0.3330669969
814	0.3330038806
815	0.3329134011
816	0.3328430553
817	0.3327874769
818	0.3327017149
819	0.3326931671
820	0.332611949
821	0.3325034486
822	0.3324120762
823	0.3323670243
824	0.3322779223
825	0.3321848153
826	0.3321168573
827	0.3320426888
828	0.3319262723
829	0.3318756431
830	0.331771915
831	0.331675937
832	0.3315452644
833	0.3314749346
834	0.3313758716
835	0.3312779371
836	0.3312091004
837	0.3310488075
838	0.3309832797
839	0.3309115262
840	0.3308499681
841	0.3308392297
842	0.3307583133
843	0.3307130283
844	0.3306135869
845	0.3304998194
846	0.3304388358
847	0.3303829049
848	0.3303440233
849	0.3302974223
850	0.3302547037
851	0.3301489806
852	0.3301081527
853	0.3300145652
854	0.3299493447
855	0.329833661
856	0.3297807395
857	0.3296408303
858	0.3295744367
859	0.3294566259
860	0.3293238776
861	0.3292465745
862	0.3291285202
863	0.3290839829
864	0.3290165076
865	0.3289382141
866	0.3288852785
867	0.3288161507
868	0.3287476206
869	0.328649798
870	0.3285594469
871	0.3284957051
872	0.3284041007
873	0.3282999008
874	0.3281957301
875	0.3281257678
876	0.3280297039
877	0.3279498982
878	0.3278883078
879	0.3277993248
880	0.3277377236
881	0.3276784256
882	0.3276117091
883	0.3275119485
884	0.3274546605
885	0.3273938897
886	0.3273169506
887	0.3272377482
888	0.3271628925
889	0.3270938497
890	0.3270042688
891	0.3269537403
892	0.3268919128
893	0.3268298327
894	0.3266809342
895	0.3266094237
896	0.3265166183
897	0.3264244502
898	0.3263550135
899	0.3262997323
900	0.3262753844
901	0.3262227499
902	0.3261305961
903	0.3260746928
904	0.3260610206
905	0.3260345591
906	0.3259812179
907	0.3259250498
908	0.3258906051
909	0.3257830839
910	0.3257435017
911	0.3256387251
912	0.3255686722
913	0.3255035864
914	0.3253879815
915	0.3253310826
916	0.3252939076
917	0.325251959
918	0.3251631697
919	0.325124485
920	0.3250274409
921	0.3249597767
922	0.3249321117
923	0.3248764494
924	0.3247640968
925	0.3246646063
926	0.3245793508
927	0.3245491883
928	0.3244722957
929	0.3244158493
930	0.3243312132
931	0.3242306315
932	0.3241904514
933	0.3241508592
934	0.3241050294
935	0.3240955521
936	0.3240020924
937	0.3238920993
938	0.3238421095
939	0.3238082279
940	0.3237525809
941	0.3236528364
942	0.3235421764
943	0.3234882385
944	0.323432903
945	0.3233813555
946	0.3233763867
947	0.323238712
948	0.3232143741
949	0.3231817084
950	0.3230957224
951	0.3230024879
952	0.32294636
953	0.3228763244
954	0.3227913251
955	0.3227344547
956	0.3226762179
957	0.3225915504
958	0.3225142239
959	0.3224299403
960	0.3223634052
961	0.3223131527
962	0.3222439941
963	0.3221707251
964	0.3221135206
965	0.3220217398
966	0.3219317145
967	0.3218437434
968	0.3217772867
969	0.3217277988
970	0.3216406354
971	0.3216013473
972	0.3214965339
973	0.3214288156
974	0.3213724697
975	0.3212971143
976	0.3212315277
977	0.3212050751
978	0.3211651151
979	0.3210539626
980	0.3210029461
981	0.3209222693
982	0.320815692
983	0.32077038
984	0.3207203117
985	0.3206128094
986	0.3205682952
987	0.3204932275
988	0.3204233043
989	0.3203827325
990	0.3203246528
991	0.3202456784
992	0.3201813523
993	0.3201314268
994	0.3200300925
995	0.3199842288
996	0.3198961624
997	0.3198258269
998	0.319797839
999	0.3197600147
