iter	RMSE
0	0.374571816
1	0.3497121454
2	0.3279196835
3	0.3080611237
4	0.2916002653
5	0.2747694124
6	0.2601389749
7	0.2471263614
8	0.2366983704
9	0.2254388549
10	0.2153592566
11	0.2056847299
12	0.197102001
13	0.1892538049
14	0.182735871
15	0.1766233151
16	0.171139144
17	0.1663479427
18	0.1618075558
19	0.1578078699
20	0.1537189444
21	0.1498955541
22	0.146486308
23	0.1433484978
24	0.140627535
25	0.1382248339
26	0.1355908878
27	0.1335795426
28	0.1316228907
29	0.1299500018
30	0.1281086262
31	0.126582117
32	0.1251232176
33	0.1236346244
34	0.1224890488
35	0.1212795704
36	0.1201462873
37	0.1190237379
38	0.1177037622
39	0.1164920582
40	0.1155950731
41	0.1146557288
42	0.1136644808
43	0.1129154516
44	0.1120417598
45	0.1111225757
46	0.1101624594
47	0.1094835656
48	0.1087304159
49	0.1083121519
50	0.1077401858
51	0.1072182527
52	0.106821306
53	0.1060292403
54	0.105426824
55	0.1048826241
56	0.1045248717
57	0.103962638
58	0.1035248051
59	0.1030760135
60	0.1026137563
61	0.1018911131
62	0.1014265278
63	0.1010240121
64	0.1007058166
65	0.1002833346
66	0.09989618248
67	0.09947568893
68	0.09927171437
69	0.09875824014
70	0.0982161492
71	0.09786616297
72	0.09727063792
73	0.0969051622
74	0.09642584596
75	0.09620849018
76	0.09563824697
77	0.09525934925
78	0.09487105372
79	0.09444718232
80	0.09394314022
81	0.09365121319
82	0.09317480247
83	0.09280949176
84	0.09237101585
85	0.09212689379
86	0.09163112014
87	0.09113167053
88	0.09098423674
89	0.09068946103
90	0.09040949541
91	0.09024029017
92	0.08997150974
93	0.08983098128
94	0.08936094904
95	0.08929436045
96	0.08895062918
97	0.08855377251
98	0.08790532344
99	0.0874792058
100	0.08727281533
101	0.08705591261
102	0.08650959259
103	0.08610717462
104	0.08572282617
105	0.08563772167
106	0.08547899388
107	0.08534236128
108	0.08498707631
109	0.08491101829
110	0.08448799075
111	0.08405770954
112	0.08364669403
113	0.08351479995
114	0.08306539634
115	0.08298212434
116	0.08258518293
117	0.08226240953
118	0.08215479504
119	0.08203435853
120	0.08182884325
121	0.08149416858
122	0.08116979004
123	0.08099550217
124	0.08056895911
125	0.08024628066
126	0.0799753629
127	0.07962386886
128	0.07930795714
129	0.07903496032
130	0.07877520842
131	0.0785362945
132	0.07816341912
133	0.07783820019
134	0.07746578794
135	0.07713568574
136	0.07699385401
137	0.07667895162
138	0.07635112012
139	0.07613829574
140	0.07610132821
141	0.07589000775
142	0.07554320179
143	0.07523313773
144	0.07492620597
145	0.07457896573
146	0.07448997661
147	0.07425879067
148	0.07395614623
149	0.07380799735
150	0.07341677244
151	0.07316695283
152	0.07282459744
153	0.07259202069
154	0.07239627437
155	0.07219426355
156	0.07205094261
157	0.07171234919
158	0.07154500946
159	0.0713541101
160	0.07109374085
161	0.07086067631
162	0.07052450314
163	0.07034620757
164	0.07030653822
165	0.07002403745
166	0.0698615983
167	0.0696581581
168	0.0694387256
169	0.06930692759
170	0.06919052164
171	0.06904601918
172	0.06900981339
173	0.06898312169
174	0.06870792751
175	0.06843721837
176	0.06835029019
177	0.06815075446
178	0.06807167941
179	0.06787073059
180	0.06759445804
181	0.0673596076
182	0.06718883245
183	0.06716019765
184	0.06690578707
185	0.06668483005
186	0.06645323345
187	0.06620800078
188	0.06597825965
189	0.06569055534
190	0.06547097849
191	0.06530970477
192	0.06516084522
193	0.0649959409
194	0.06476007249
195	0.06474176072
196	0.06464787106
197	0.06450713071
198	0.06432750626
199	0.06417662743
200	0.06390829375
201	0.06377523317
202	0.06368002462
203	0.06350384949
204	0.06348315655
205	0.06321937347
206	0.06310742205
207	0.06294632757
208	0.06277716653
209	0.06260050981
210	0.06242737239
211	0.06235051368
212	0.06216622299
213	0.06196262129
214	0.06178961818
215	0.06168181145
216	0.06146333914
217	0.06130491176
218	0.06114434145
219	0.06102322967
220	0.06079623497
221	0.06062284693
222	0.06050920541
223	0.06029101128
224	0.06009414245
225	0.05999965083
226	0.059811363
227	0.05970284796
228	0.05942963084
229	0.05925366176
230	0.05909316278
231	0.05889122826
232	0.05881917896
233	0.05865981496
234	0.05856553616
235	0.05837079085
236	0.0580279394
237	0.05778741952
238	0.05757208488
239	0.05753684034
240	0.05735955542
241	0.05717237923
242	0.05707958241
243	0.05692877116
244	0.05676226455
245	0.05659221294
246	0.0565720602
247	0.05637018909
248	0.05626128992
249	0.0560798374
250	0.05592226416
251	0.05584290495
252	0.0558243393
253	0.05575078166
254	0.05552231434
255	0.05534828773
256	0.05520562718
257	0.05498035772
258	0.0548666255
259	0.05467051113
260	0.05455239801
261	0.05430966217
262	0.05406408795
263	0.05404614848
264	0.05393296559
265	0.05378887287
266	0.05363667806
267	0.05347645841
268	0.05330076938
269	0.05313400634
270	0.05295828298
271	0.0527900614
272	0.05267299779
273	0.05252783914
274	0.05237013122
275	0.05222227548
276	0.05201274672
277	0.05187356587
278	0.05175884606
279	0.05165481109
280	0.05157216291
281	0.05136338669
282	0.05117128087
283	0.05115427112
284	0.0510433738
285	0.05085403424
286	0.05075246203
287	0.05061535599
288	0.05046662072
289	0.05033584234
290	0.05018198451
291	0.05004129844
292	0.04997459448
293	0.04988274402
294	0.04979745467
295	0.04970055057
296	0.0496045357
297	0.04946761545
298	0.0493116698
299	0.04923274825
300	0.04900474183
301	0.04889464763
302	0.04878521679
303	0.04864698008
304	0.04851859449
305	0.04832233353
306	0.04818644015
307	0.04808178471
308	0.04797499736
309	0.04794737216
310	0.04781765956
311	0.04767321085
312	0.04752390398
313	0.04751022526
314	0.04737954497
315	0.04717272902
316	0.04706823297
317	0.04690252304
318	0.04674865561
319	0.04664754394
320	0.04656999899
321	0.04643550409
322	0.04631956951
323	0.04619304038
324	0.04606377802
325	0.04595877851
326	0.04585848272
327	0.04573244136
328	0.04562958925
329	0.04548211815
330	0.04535286544
331	0.04519043212
332	0.04499912726
